"date","price"
"04.01.2021",0.3287211561833496
"05.01.2021",0.3415206055590403
"06.01.2021",0.37543923186074346
"07.01.2021",0.4402862049462035
"08.01.2021",0.4614898165777197
"09.01.2021",0.47924059293356364
"10.01.2021",0.4839967544738018
"11.01.2021",0.47055543790806953
"12.01.2021",0.44674355257586496
"13.01.2021",0.4191134886057891
"14.01.2021",0.44878022175882826
"15.01.2021",0.43065347628114903
"16.01.2021",0.4297258191542751
"17.01.2021",0.5868705929586083
"18.01.2021",0.5871854863233181
"19.01.2021",0.627472667765916
"20.01.2021",0.7216118159320329
"21.01.2021",0.7898775037057398
"22.01.2021",0.6701409326096075
"23.01.2021",0.6718731730530664
"24.01.2021",0.7467900902010443
"25.01.2021",0.7446352953780199
"26.01.2021",0.7866365003443258
"27.01.2021",0.7677157511048985
"28.01.2021",0.7203933887403097
"29.01.2021",0.718012022350914
"30.01.2021",0.6828709590125692
"31.01.2021",0.6903384491516728
"01.02.2021",0.6445865590707328
"02.02.2021",0.6818017219882877
"03.02.2021",0.6543211858952747
"04.02.2021",0.7099392346715266
"05.02.2021",0.7723129189105913
"06.02.2021",1.0034390673148335
"07.02.2021",1.3042662994873557
"08.02.2021",1.2546638024887382
"09.02.2021",1.4199700767399988
"10.02.2021",1.438997850052586
"11.02.2021",1.817125495588579
"12.02.2021",1.9985291061277557
"13.02.2021",1.8560956774291564
"14.02.2021",1.6574597910687423
"15.02.2021",1.5181246850005488
"16.02.2021",1.5765099190544551
"17.02.2021",1.7567911313694624
"18.02.2021",1.8707110725176355
"19.02.2021",1.9746669190996373
"20.02.2021",1.9370001199696363
"21.02.2021",2.0972259730029315
"22.02.2021",2.201881004921033
"23.02.2021",2.1058270953141287
"24.02.2021",2.0712563599637384
"25.02.2021",2.2355854478585497
"26.02.2021",2.62328676674803
"27.02.2021",3.1343304139874135
"28.02.2021",3.151323185656729
"01.03.2021",2.8203756583812023
"02.03.2021",3.1127851794061967
"03.03.2021",3.0056681122265
"04.03.2021",2.884734209862955
"05.03.2021",2.466057240633394
"06.03.2021",2.2321126511400977
"07.03.2021",1.8994680903037418
"08.03.2021",2.1618832625868065
"09.03.2021",2.1417587101364046
"10.03.2021",1.8864686234179264
"11.03.2021",1.874396737306477
"12.03.2021",1.853851976762046
"13.03.2021",1.7657843105804063
"14.03.2021",1.6585335943460475
"15.03.2021",1.659649760421035
"16.03.2021",1.4878014822686634
"17.03.2021",1.7365466397284957
"18.03.2021",1.9141971156131967
"19.03.2021",1.8206177746447385
"20.03.2021",1.6851606243266006
"21.03.2021",1.6447349437533365
"22.03.2021",1.6563419037542157
"23.03.2021",1.7727155695890664
"24.03.2021",1.9646633838436696
"25.03.2021",2.2342382396410376
"26.03.2021",2.0511870990655066
"27.03.2021",2.3750302229038156
"28.03.2021",2.454849815657719
"29.03.2021",2.3949659921302606
"30.03.2021",2.3658687279745867
"31.03.2021",2.1545797970993097
"01.04.2021",1.9835074543711602
"02.04.2021",1.8872135882539391
"03.04.2021",2.0936355276754552
"04.04.2021",2.0409860514061404
"05.04.2021",1.9910772351488433
"06.04.2021",2.063325509176037
"07.04.2021",2.045501459639536
"08.04.2021",2.107952093813056
"09.04.2021",2.0048230378442997
"10.04.2021",2.043634727185018
"11.04.2021",2.0903350763956507
"12.04.2021",2.4587691196338546
"13.04.2021",2.4513237561958894
"14.04.2021",2.902419298107317
"15.04.2021",2.935099002931111
"16.04.2021",3.0667199841464043
"17.04.2021",3.1683782819984243
"18.04.2021",3.277257981078127
"19.04.2021",2.9987330182276186
"20.04.2021",2.855960741594125
"21.04.2021",2.9486530468444836
"22.04.2021",2.831008855268881
"23.04.2021",2.6846506297922175
"24.04.2021",2.5586562549112655
"25.04.2021",2.488550629865331
"26.04.2021",2.3055188474026256
"27.04.2021",2.636341785020336
"28.04.2021",3.107177640781469
"29.04.2021",3.096131794716606
"30.04.2021",2.918915364964294
"01.05.2021",3.0902783168410117
"02.05.2021",2.980551901697979
"03.05.2021",2.9191463843609453
"04.05.2021",3.204508649326544
"05.05.2021",3.1619833023715147
"06.05.2021",3.148046175079812
"07.05.2021",3.1698986738519856
"08.05.2021",3.253286059059138
"09.05.2021",3.286672451480067
"10.05.2021",4.117660573095286
"11.05.2021",4.085974344345881
"12.05.2021",4.390141322175682
"13.05.2021",4.647542558070806
"14.05.2021",4.819028468403668
"15.05.2021",7.549555551413024
"16.05.2021",8.175278214752998
"17.05.2021",10.356370393574116
"18.05.2021",11.639105774616393
"19.05.2021",14.76943645825041
"20.05.2021",8.488491977447282
"21.05.2021",10.161602404143073
"22.05.2021",8.026584253681282
"23.05.2021",7.547903852029374
"24.05.2021",6.306426758148746
"25.05.2021",7.842157379046688
"26.05.2021",9.281941404864098
"27.05.2021",10.86320619823584
"28.05.2021",10.182298087953757
"29.05.2021",8.938859918914462
"30.05.2021",8.176345401599415
"31.05.2021",9.49360350267923
"01.06.2021",10.469459200840678
"02.06.2021",10.195658549527078
"03.06.2021",9.957386463051606
"04.06.2021",9.740424516669034
"05.06.2021",8.684736407113526
"06.06.2021",8.228594308972207
"07.06.2021",8.166252277267368
"08.06.2021",7.843165517863476
"09.06.2021",7.244528119628066
"10.06.2021",8.200676262328772
"11.06.2021",7.299901124399782
"12.06.2021",7.768523062416063
"13.06.2021",7.3773970887147415
"14.06.2021",8.031071524584043
"15.06.2021",7.773381921121563
"16.06.2021",7.69559482089257
"17.06.2021",7.341964181276289
"18.06.2021",7.323098516842876
"19.06.2021",6.675686785036255
"20.06.2021",6.747741269009271
